society,price,sector,price_per_sqft,bedRoom,bathroom,balcony,extra_rooms,floorNum,agePossession,built_up_area,furnishing_type,luxury_score
shapoorji pallonji joyville,1.1,sector 102,12021.857923497268,2,2,1,0,7,Relatively New,915.0,0,0
central park flower valley,2.5,sector 33,11944.577161968466,3,3,2,0,1,Under Construction,2093.0,0,66
dlf city,2.02,shankar vihar,8930.150309460654,4,3,1,0,2,New Property,2262.0,0,0
smart world orchard,1.47,sector 61,11502.347417840376,2,2,2,2,4,New Property,1278.0,0,53
mvn athens,0.24,sohna road,6349.206349206349,1,1,1,0,12,Relatively New,378.0,2,66
silverglades hightown residences,4.2,sector 43,21582.733812949642,3,4,2,0,7,Under Construction,1946.0,0,42
vatika sovereign park,2.45,sector 99,9737.678855325914,3,4,3,1,1,New Property,2516.0,2,165
mapsko mount ville,1.65,sector 79,9090.90909090909,3,3,0,0,12,Relatively New,1815.0,0,0
godrej air,1.75,sector 85,9589.04109589041,3,3,2,0,27,Relatively New,1825.0,0,44
signature global city 63a,1.4,sector 63a,10204.081632653062,2,2,2,1,3,Under Construction,1372.0,0,0
signature the roselia,0.45,sector 95,7120.2531645569625,2,2,2,0,2,New Property,632.0,2,31
sbr apartment,0.68,manesar,4456.0943643512455,3,3,3,0,2,Moderately Old,1526.0,0,0
smart world gems,1.0,sector 89,8110.300081103001,2,2,3,2,3,New Property,1233.0,0,99
ats triumph,2.0,sector 104,9652.509652509652,3,4,3+,1,4,Relatively New,2072.0,0,60
silverglades the melia,0.75,sohna road,5555.555555555556,2,2,2,0,4,Moderately Old,1350.0,0,70
vatika sovereign park,3.25,sector 99,10687.273923051627,4,4,3+,1,2,New Property,3041.0,0,123
eldeco accolade,1.1,sohna road,8339.651250947687,2,2,3+,2,17,Relatively New,1319.0,2,7
microtek greenburg,1.45,sector 86,9797.297297297297,3,2,3,0,8,Relatively New,1480.0,1,72
vatika sovereign park,3.2,sector 99,9922.480620155038,4,4,0,0,5,Under Construction,3225.0,0,23
signature global orchard avenue,0.4,sector 93,6622.516556291391,2,2,2,0,11,New Property,604.0,0,37
smart world gems,0.95,sector 89,7748.776508972268,2,2,2,2,4,New Property,1226.0,0,38
conscient elevate,4.25,sector 59,20462.205103514683,3,4,3,0,3,Under Construction,2077.0,0,0
signature global solera 2,0.37,sector 107,6016.260162601626,2,2,2,0,9,New Property,615.0,0,23
spaze privvy the address,1.25,sector 93,9259.25925925926,3,4,2,0,12,Relatively New,1350.0,2,96
surendra avenue 69,0.75,sector 69,6818.181818181818,2,2,2,0,4,Moderately Old,1100.0,0,0
krishna apartment,0.35,new sector 2 phase 2,4117.64705882353,2,2,1,0,2,Relatively New,850.0,2,21
global hill view,0.35,sector-11 sohna road,5319.148936170212,2,2,2,0,10,New Property,658.0,0,118
godrej,2.0,sector 79,7607.455306200076,3,4,3+,1,2,Relatively New,2629.0,2,156
dlf the primus,3.5,sector 82a,12085.635359116022,5,5,3+,1,14,Relatively New,2896.0,1,49
dlf regency park,1.91,sector 28,14945.226917057904,2,2,2,0,11,New Property,1278.0,1,98
ramprastha the edge towers,1.0,sector 37d,6242.197253433208,3,3,3+,0,13,Moderately Old,1602.0,0,38
central park flower valley,1.4,sector 33,23809.52380952381,3,3,3,0,2,Under Construction,588.0,0,54
gls arawali homes,0.35,sohna road,6294.964028776978,2,2,2,0,5,Relatively New,556.0,0,30
godrej summit,0.82,sector 104,9855.76923076923,2,2,3,1,12,Relatively New,832.0,0,120
ashiana anmol,0.88,sohna road,8661.417322834646,2,2,2,0,13,Relatively New,1016.0,1,127
signature global park,0.55,sohna road,6024.096385542169,2,2,3,0,3,Relatively New,913.0,0,58
ansal api esencia,1.2,sector 67,7407.407407407408,3,3,2,0,1,Relatively New,1620.0,0,49
m3m skywalk,1.78,sector 74,11251.580278128951,2,2,3+,0,12,Relatively New,1582.0,0,63
m3m heights,1.9,sector 65,13991.163475699559,2,2,2,0,40,Relatively New,1358.0,0,48
mvn athens,0.26,sohna road,4859.813084112149,2,2,1,0,5,Relatively New,535.0,0,95
signature global city 81,0.89,sector 81,7453.93634840871,2,2,2,1,3,Under Construction,1194.0,2,20
smart world orchard,1.6,sector 61,12519.561815336463,2,2,2,1,3,New Property,1278.0,0,122
ansal heights 86,0.9,sector 86,5325.443786982249,3,3,2,0,10,New Property,1690.0,0,29
ramprastha the edge towers,1.1,sector 37d,5527.638190954774,3,3,3,0,9,Relatively New,1990.0,0,63
smart world gems,0.95,sector 89,11815.92039800995,2,2,2,1,1,Under Construction,804.0,0,122
green court,0.47,sector 90,6127.770534550195,2,2,1,0,0,New Property,767.0,0,49
lord krishna,2.7,sector 12,8571.42857142857,4,3,3,0,6,Old Property,3150.0,0,0
supertech araville,0.95,sector 79,6859.205776173285,2,2,3,1,7,New Property,1385.0,0,49
umang monsoon breeze,1.15,sector 78,5840.528186896902,3,3,3,2,9,Moderately Old,1969.0,0,22
ild greens,0.9,sector 37c,6000.0,3,3,3,0,0,Under Construction,1500.0,0,66
signature global park 4,1.0,sector 36,8912.6559714795,3,2,3,0,2,New Property,1122.0,2,128
brisk lumbini terrace homes,1.5,sector 109,5954.743946010321,3,3,1,1,4,New Property,2519.0,0,37
bhagwati sadan,1.15,sector 12,5750.0,3,4,2,2,2,Old Property,2000.0,0,0
central park flower valley cerise floors,1.3,sector 33,11872.14611872146,2,2,2,1,3,New Property,1095.0,0,22
assotech blith,1.9,sector 99,6701.940035273368,4,4,3+,0,2,New Property,2835.0,0,51
tulip ivory,5.0,sector 70,9375.585974123383,6,7,3+,2,0,Relatively New,5333.0,0,119
antriksh heights,0.85,sector 84,6955.810147299509,2,2,3,2,10,New Property,1222.0,0,24
sidhivinayak apartments,1.9,sector 55,9500.0,4,3,3+,1,9,Moderately Old,2000.0,1,35
m3m woodshire,0.9,sector 107,7281.553398058252,2,2,3+,0,14,New Property,1236.0,0,67
gls avenue 51,0.45,sector 92,6965.94427244582,2,2,1,1,10,New Property,646.0,2,20
signature global city 92,0.78,sector 92,9219.85815602837,2,2,3,1,2,Under Construction,846.0,0,24
dlf royalton tower,6.2,sector 43,22861.35693215339,4,4,3+,1,9,Moderately Old,2712.0,0,7
shapoorji pallonji joyville gurugram,1.6,sector 102,11695.906432748538,2,2,3,0,14,Moderately Old,1368.0,0,0
smart world gems,0.86,sector 89,7014.681892332789,2,3,2,3,4,New Property,1226.0,2,72
gls avenue 51,0.45,sector 92,5402.160864345738,3,3,1,0,10,Relatively New,833.0,0,0
experion the heartsong,1.02,sector 108,7950.116913484022,2,3,3,1,4,Relatively New,1283.0,0,112
breez global heights,0.4,sohna road,5249.343832020997,2,2,2,0,7,Relatively New,762.0,0,57
conscient elevate,3.9,sector 59,16993.46405228758,3,1,0,0,0,Under Construction,2295.0,0,0
m3m heights,2.44,sector 65,14752.11608222491,3,3,2,0,7,Under Construction,1654.0,0,31
corona gracieux,1.05,sector 76,6574.827802128992,3,3,3+,0,7,Relatively New,1597.0,2,133
shapoorji pallonji joyville gurugram,2.12,sector 102,13494.589433481859,3,3,3,0,9,New Property,1571.0,0,109
spaze privvy the address,1.45,sector 93,10740.74074074074,3,4,2,0,12,Relatively New,1350.0,2,96
gls arawali homes,0.27,sohna road,4218.75,2,2,2,0,1,New Property,640.0,0,35
mvn athens,0.27,sohna road,5314.96062992126,2,2,1,0,0,Relatively New,508.0,2,69
krrish florence estate,1.65,sector 70,8580.343213728549,3,4,3+,2,27,New Property,1923.0,0,81
la vida by tata housing,1.93,sector 113,13505.94821553534,3,3,2,0,8,Under Construction,1429.0,0,71
chd avenue,0.82,sector 71,7550.644567219152,2,2,2,0,6,Moderately Old,1086.0,0,0
gls arawali homes,0.28,sohna road,5384.615384615386,2,2,2,0,3,Relatively New,520.0,0,42
trisara our homes 3,0.21,sohna road,4338.842975206611,1,1,0,0,2,Relatively New,484.0,0,0
ashiana anmol,1.1,sector 33,8627.450980392157,2,2,2,0,4,Under Construction,1275.0,0,0
smart world orchard,1.6,sector 61,12519.561815336463,2,2,2,1,3,Under Construction,1278.0,0,37
signature global city,1.1,sector 37d,7919.366450683945,3,3,3,0,1,Under Construction,1389.0,0,16
m3m capital,3.25,sector 113,12730.1214257736,4,4,3+,3,34,Under Construction,2553.0,0,115
indiabulls centrum park,1.2,sector 103,9316.770186335403,2,2,3,0,3,Moderately Old,1288.0,0,26
trisara our homes 3,0.38,sohna road,6312.292358803987,2,2,2,0,1,Relatively New,602.0,0,0
smart world orchard,2.45,sector 61,20032.706459525758,3,3,3,2,3,New Property,1223.0,0,119
smart world gems,0.85,sector 89,6933.115823817292,2,2,2,1,2,Under Construction,1226.0,0,45
dlf royalton tower,6.5,sector 43,24426.907177752724,4,5,2,1,8,Relatively New,2661.0,0,15
ashok vihar phase 2,0.28,sector 3 phase 2,4666.666666666668,2,2,1,0,3,Relatively New,600.0,0,64
ardee city,1.55,sector 52,7380.952380952381,4,4,3,0,1,Moderately Old,2100.0,0,0
valley view estate,1.5,gwal pahari,8108.108108108108,4,4,3+,0,10,Moderately Old,1850.0,0,58
supertech araville,0.8,sector 79,4739.336492890995,2,2,2,1,12,New Property,1688.0,0,49
sare petioles,1.22,sector 92,5828.953655040612,4,3,3,1,9,Under Construction,2093.0,0,99
paras dews,1.35,sector 106,8045.292014302741,4,3,3,1,19,Old Property,1678.0,0,112
m3m skycity,2.8,sector 65,15317.286652078774,3,3,0,0,14,Relatively New,1828.0,0,39
raheja vedaanta,1.5,sector 108,5263.1578947368425,3,4,0,0,12,Relatively New,2850.0,0,0
ansal housing highland park,0.8,sector 103,5878.030859662013,2,2,2,0,9,Relatively New,1361.0,0,0
sidhartha ncr one phase,0.46,sector 95,4646.464646464647,2,2,0,0,6,New Property,990.0,0,0
ramsons kshitij,0.3,sector 95,3157.8947368421054,2,2,1,0,11,New Property,950.0,0,0
ramprastha skyz,1.25,sector 37d,7246.376811594203,3,3,3+,0,2,Under Construction,1725.0,0,8
sobha smriti apartments,0.5,sector 56,7496.251874062968,1,1,2,0,3,Old Property,667.0,0,0
supertech araville,0.9,sector 79,6949.80694980695,2,2,0,0,12,Relatively New,1295.0,0,0
signature global park,0.65,sohna road,7907.542579075426,2,2,3,0,1,New Property,822.0,0,58
ild greens,0.75,sector 37c,5244.755244755244,2,2,3+,0,13,Relatively New,1430.0,0,51
umang winter hills,1.4,sector 77,8069.164265129683,3,3,3,0,10,Relatively New,1735.0,0,28
unitech sunbreeze,1.0,sector 69,5476.45125958379,4,3,0,0,0,Relatively New,1826.0,0,0
shree vardhman victoria,1.8,sector 70,11787.819253438114,3,4,3,2,2,New Property,1527.0,0,45
godrej nature plus,1.2,sector 33,10801.080108010801,2,2,3+,0,3,Under Construction,1111.0,0,105
indiabulls centrum park,1.05,sector 103,7692.307692307692,2,2,3,0,1,Relatively New,1365.0,2,51
sare crescent parc,0.66,sector 92,4480.651731160896,3,2,2,0,15,Relatively New,1473.0,1,44
hcbs sports ville,0.27,sector-35 sohna road,4011.887072808321,2,2,2,0,2,New Property,673.0,0,68
ats triumph,1.95,sector 104,7665.094339622641,3,3,3+,1,3,New Property,2544.0,0,69
smart world gems,0.9,sector 89,9018.036072144288,2,2,2,2,2,New Property,998.0,0,44
suncity avenue 76,0.55,sector 76,6682.867557715675,2,2,2,0,9,Under Construction,823.0,0,26
raheja sampada,0.7,sector 92,4452.926208651399,3,3,0,0,7,Relatively New,1572.0,0,0
gls arawali homes,0.3,sohna road,5291.005291005291,2,2,0,0,10,Relatively New,567.0,0,0
umang monsoon breeze,1.05,sector 78,5666.486778197517,3,3,3,0,6,Moderately Old,1853.0,0,0
ambience creacions,3.5,sector 22,17500.0,3,4,3+,1,8,New Property,2000.0,2,57
sare crescent parc,0.95,sector 92,5013.1926121372035,4,5,3+,0,13,Relatively New,1895.0,0,0
godrej air,2.6,sector 85,12212.306247064349,3,3,3,1,17,Under Construction,2129.0,0,44
sare crescent parc royal greens phase 1,0.75,sector 92,4325.259515570934,4,4,3+,0,3,Relatively New,1734.0,0,93
railway officers rpf society,1.3,sector 9a,5038.759689922481,4,4,3+,0,9,Old Property,2580.0,0,0
satya element one,0.94,sector 49,12600.536193029491,1,2,2,0,2,Moderately Old,746.0,0,0
shree vardhman flora,0.7,sector 90,5185.185185185185,2,2,3,1,9,New Property,1350.0,0,60
ild grand centra,0.95,sector 37c,5219.780219780219,3,1,0,0,0,Relatively New,1820.0,0,0
umang monsoon breeze,0.7,sector 78,5718.954248366013,2,2,2,0,5,Moderately Old,1224.0,0,0
ansals highland park,1.2,dwarka expressway,6185.567010309278,3,3,3+,1,4,Under Construction,1940.0,0,0
signature global city 81,0.8,sector 81,13179.571663920922,2,2,2,1,4,Under Construction,607.0,0,36
godrej habitat,1.2,sector 3,9181.33129303749,2,2,3,0,0,Under Construction,1307.0,0,60
mvn athens,0.25,sohna road,4672.897196261682,2,2,1,1,0,Relatively New,535.0,0,90
shree vardhman flora,0.95,sector 90,5698.860227954409,3,3,3,1,9,Relatively New,1667.0,0,90
ramsons kshitij,0.45,sector 95,5073.280721533258,2,2,1,1,2,Relatively New,887.0,0,89
oriental valley chs,1.5,sector 9a,8183.306055646482,4,3,3+,0,8,Relatively New,1833.0,2,8
breez global heights,0.26,sohna road,5936.07305936073,1,1,1,0,6,New Property,438.0,0,26
parsvnath green ville,2.0,sector 48,10400.416016640665,3,3,0,1,15,Relatively New,1923.0,0,74
shri ram apartments,0.46,sector 4,4600.0,2,2,1,0,1,Relatively New,1000.0,2,69
sare homes,0.8,sector 92,4226.0961436872685,4,4,3,0,1,Moderately Old,1893.0,0,77
silverglades the melia,0.78,sohna road,6382.978723404255,2,2,3,1,9,Under Construction,1222.0,0,72
sare crescent parc royal greens phase 1,0.65,sector 92,4984.662576687117,3,3,3,0,1,Moderately Old,1304.0,0,91
smriti apartment,0.52,sector 56,10947.368421052632,1,1,1,0,1,Old Property,475.0,0,34
pareena mi casa,1.1,sector 68,9760.425909494232,2,2,3,0,11,New Property,1127.0,0,95
godrej nature plus,1.08,sector 33,13122.721749696233,2,2,3,0,8,Under Construction,823.0,0,56
ambience creacions,3.99,sector 22,14270.386266094421,3,5,3+,1,3,New Property,2796.0,1,102
ats tourmaline,1.75,sector 109,11937.24420190996,3,3,3,0,4,New Property,1466.0,0,31
signature global park,0.54,sohna road,6482.593037214886,2,2,2,0,4,Under Construction,833.0,0,111
chintels paradiso,2.0,sector 109,8403.361344537816,4,4,2,2,11,Relatively New,2380.0,0,64
ambience creacions,3.2,sector 22,12713.547874453714,3,4,3+,0,2,New Property,2517.0,0,42
supertech hues,1.0,sector 68,7627.765064836003,2,2,2,0,12,New Property,1311.0,0,54
conscient heritage max,3.0,sector 102,9439.899307740718,4,4,3+,1,7,Relatively New,3178.0,2,65
mvn athens,0.21,sohna road,4200.0,1,1,1,0,11,New Property,500.0,0,16
awho shanti vihar,0.82,sector 95,7488.5844748858435,2,2,3+,1,13,New Property,1095.0,0,114
sare homes,0.95,sector 92,4790.721129601614,4,3,2,0,16,New Property,1983.0,0,95
pareena mi casa,0.92,sector 68,8163.265306122449,2,2,3,1,5,Under Construction,1127.0,0,50
deepak minda,1.25,manesar,4245.923913043478,3,3,3+,1,6,Moderately Old,2944.0,0,44
ansal heights 86,0.78,sector 86,5735.294117647059,2,2,2,0,8,New Property,1360.0,0,72
pivotal riddhi siddhi,0.5,sector 99,7668.711656441717,2,1,2,0,7,New Property,652.0,0,24
sare homes,0.95,sector 92,5382.43626062323,4,3,3,0,13,New Property,1765.0,0,0
central park flower valley aqua front towers,2.0,sector 33,12353.304508956146,3,3,3+,0,8,New Property,1619.0,0,23
shyam apartment,0.26,sector 3,4255.31914893617,2,1,2,0,2,Relatively New,611.0,0,0
city shri ram apartments 1,0.22,sector 110,4051.5653775322285,2,1,1,0,1,Relatively New,543.0,0,0
maruti kunj,0.8,sector 11,5702.066999287242,3,2,0,0,0,Old Property,1403.0,0,8
godrej summit,1.1,sector 104,9581.881533101045,2,2,3,1,16,Under Construction,1148.0,0,88
palam vihar extension west zone rwa,0.2,sector 2,3597.122302158273,1,1,1,1,1,Moderately Old,556.0,0,0
sare crescent parc,0.9,sector 92,5319.148936170212,4,5,3+,2,14,Relatively New,1692.0,0,62
gls arawali homes,0.3,sohna road,5813.953488372093,2,2,2,0,10,Relatively New,516.0,0,42
ambience creacions,2.79,sector 22,17838.874680306904,3,3,3,0,13,New Property,1564.0,1,158
breez global heights,0.39,sohna road,5416.666666666667,2,2,2,0,3,Relatively New,720.0,0,0
sare homes,0.95,sector 92,4790.721129601614,4,3,2,0,17,New Property,1983.0,0,7
godrej air,1.35,sector 85,13636.363636363636,2,2,3,0,19,Under Construction,990.0,0,44
vidya apartment,0.22,sector 3 phase 3 extension,3859.6491228070176,2,2,1,1,1,Relatively New,570.0,1,36
supertech hill town,1.5,sector-2 sohna road,7849.293563579278,3,3,3+,0,3,Under Construction,1911.0,0,46
takshila heights sector 37 c,0.67,sector 37,6169.429097605893,2,2,2,0,3,Relatively New,1086.0,0,23
saroop garden,0.95,saroop garden sector 105,2375.0,2,2,1,1,1,New Property,4000.0,0,0
m3m skycity,2.0,sector 65,16863.406408094434,2,2,2,0,16,New Property,1186.0,2,174
chd avenue,1.15,sector 71,7462.686567164179,3,3,2,1,15,Moderately Old,1541.0,2,66
bestech park view residency,0.55,sector 2,9353.741496598639,1,1,2,0,7,Moderately Old,588.0,0,31
smart world orchard,1.5,sector 61,11252.813203300826,2,2,2,1,2,Under Construction,1333.0,0,49
m3m the tree of life,2.35,sector 111,14551.08359133127,3,3,3+,0,5,Under Construction,1615.0,0,0
bajrang apartments,0.38,sector 6,4025.423728813559,2,2,2,0,1,Moderately Old,944.0,0,0
vipul lavanya,1.0,sector 81,8841.732979664013,2,2,2,0,7,Relatively New,1131.0,0,31
ramprastha primera,1.02,sector 37d,6631.989596879063,3,2,3,0,22,Under Construction,1538.0,0,43
signature global park 4,0.72,sector 36,5787.781350482315,3,2,3,0,2,Under Construction,1244.0,0,0
elan mercado,0.85,sector 80,11169.51379763469,1,1,1,0,15,Relatively New,761.0,0,60
sanskriti apartment,1.1,sector 10a,6001.091107474086,3,3,3,0,2,Moderately Old,1833.0,0,22
shapoorji pallonji joyville gurugram,1.35,sector 102,16304.347826086956,2,2,2,0,10,Under Construction,828.0,0,22
avl 36 gurgaon,0.36,sector 36a,8845.208845208845,1,1,1,0,7,Relatively New,407.0,0,95
vatika inxt floors,1.25,sector 82a,7498.500299940012,3,2,3,2,2,Relatively New,1667.0,2,94
bptp pedestal,1.9,sector 70a,9000.473709142587,4,3,3,1,2,New Property,2111.0,0,133
vipul lavanya,0.64,sector 81,4702.424687729611,2,2,3,0,12,Relatively New,1361.0,2,93
ss the leaf,2.7,sector 85,8568.708346556648,4,4,3+,0,23,New Property,3151.0,0,21
sobha city,2.1,sector 108,16800.0,2,2,2,0,3,Under Construction,1250.0,0,74
suposhaa smartworld orchard,2.17,sector 61,12608.948285880302,3,3,3,0,1,Under Construction,1721.0,0,0
smart world orchard,1.7,sector 61,13665.594855305466,2,2,2,1,4,Under Construction,1244.0,0,127
smart world one,1.65,dwarka expressway,5332.902391725921,3,4,3,0,6,Under Construction,3094.0,0,0
ramshanti cooperative society,1.76,sector 52,8003.638017280582,4,4,3+,0,12,New Property,2199.0,0,0
ss radiance residency,0.6,sector 12,5093.378607809847,3,3,2,0,3,Relatively New,1178.0,0,44
bptp amstoria,2.25,bptp,9562.260943476413,3,3,3+,0,7,Moderately Old,2353.0,0,68
silverglades the melia,0.91,sohna road,7446.808510638298,2,2,3,1,1,New Property,1222.0,0,72
zara aavaas,0.49,sector 104,7050.359712230216,3,2,2,0,7,Under Construction,695.0,0,74
rk tower,0.95,sector 2,8636.363636363636,2,2,1,0,1,Relatively New,1100.0,0,99
breez global hill view,0.3,sohna road,4615.384615384615,2,2,1,0,11,New Property,650.0,0,91
avl 36 gurgaon,0.37,sector 36a,11598.746081504702,1,1,1,0,3,Relatively New,319.0,2,88
corona gracieux,0.75,sector 76,6255.212677231026,2,2,3,0,13,Relatively New,1199.0,2,0
emaar mgf emerald floors,2.6,sector 65,14184.397163120568,3,3,3+,0,3,Relatively New,1833.0,0,0
umang monsoon breeze,1.1,sector 78,5055.14705882353,3,3,3+,1,9,Old Property,2176.0,0,80
puri emerald bay,1.5,sector 104,10691.375623663578,2,2,2,1,7,Under Construction,1403.0,0,43
smart world orchard,2.24,sector 61,15977.175463623398,3,3,2,1,3,New Property,1402.0,0,61
smart world orchard,1.57,sector 61,13652.173913043478,2,2,2,2,3,New Property,1150.0,0,71
tulip monsella,7.4,sector 53,29874.84860718611,4,4,3,0,21,Under Construction,2477.0,0,35
my home,0.22,sector 110,3956.834532374101,2,2,1,0,1,New Property,556.0,2,0
breez global hill view,0.32,sohna road,3200.0,2,2,1,0,17,New Property,1000.0,0,49
ansal heights 86,0.74,sector 86,6011.372867587327,2,2,1,1,11,Under Construction,1231.0,0,45
m3m heights,1.95,sector 65,17090.271691498685,2,2,3,0,16,Under Construction,1141.0,0,44
smriti apartment,0.6,sector 56,11049.723756906078,1,1,1,0,2,Moderately Old,543.0,0,49
uphaar homes,0.45,sector 105,4261.363636363636,3,2,1,0,1,Relatively New,1056.0,2,44
pareena laxmi apartments,0.3,sector 99a,5870.841487279843,2,1,2,0,5,New Property,511.0,0,66
smart world gems,1.3,sector 89,8222.643896268184,3,3,2,1,2,New Property,1581.0,0,44
unitech the palms,2.75,sector 41,18530.99730458221,3,3,2,0,14,Old Property,1484.0,1,79
smart world orchard,1.7,sector 61,13302.034428794992,2,2,2,0,4,Under Construction,1278.0,0,24
godrej icon,1.75,sector 88a,13399.69372128637,3,3,3+,0,6,New Property,1306.0,0,55
vatika independent floors,0.67,sector 82,5826.086956521739,2,2,3,0,2,Moderately Old,1150.0,0,53
corona gracieux,1.08,sector 76,6087.93686583991,3,3,3,1,1,New Property,1774.0,0,58
lotus elise,0.95,sector 99,5896.958410924892,2,3,3,1,7,Relatively New,1611.0,0,0
nul,0.56,gwal pahari,5447.470817120624,2,2,1,0,11,Old Property,1028.0,2,0
godrej summit,0.85,sector 104,5276.225946617008,2,2,3,2,12,Relatively New,1611.0,0,61
godrej habitat,1.25,sector 3,10766.580534022394,2,2,3,0,14,Under Construction,1161.0,0,36
