price,sector,built_up_area,bedRoom,bathroom,balcony,extra_rooms,agePossession,furnishing_type,luxury_category,floor_category
0.8,sector 107,1236.0,2,2,3+,0,Relatively New,2,High,Mid Floor
1.45,sector 102,1315.0,3,3,3,1,Relatively New,0,High,Mid Floor
0.55,sai kunj,944.0,3,2,1,0,Relatively New,0,Low,Mid Floor
1.1,sector 99a,1368.0,2,2,3,1,New Property,0,Medium,Mid Floor
1.4,sector 67a,1149.0,2,2,2,2,Relatively New,0,Medium,Mid Floor
1.42,sector 69,1428.0,3,3,2,1,Relatively New,2,Medium,Mid Floor
2.95,sector 82a,2110.0,4,5,3+,1,Relatively New,1,High,Mid Floor
2.6,sector 112,1939.03,2,2,3,0,Relatively New,0,High,Mid Floor
1.1,sector 103,1500.0,3,3,3+,0,New Property,0,Medium,Mid Floor
0.75,sector 107,1201.0,2,2,3+,1,Relatively New,0,High,High Floor
1.3,sector 107,1554.0,3,3,3+,1,Relatively New,2,High,Mid Floor
1.49,sector 107,2137.0,3,4,3+,2,Relatively New,2,High,Mid Floor
1.19,sector 88a,1387.0,2,2,3,2,Relatively New,2,High,High Floor
1.15,sector 88a,1380.0,2,2,3,2,Relatively New,0,High,High Floor
0.99,sector 103,1731.0,3,4,3+,2,Relatively New,2,High,Low Floor
0.78,sector 83,850.0,2,2,2,2,Relatively New,2,High,Mid Floor
1.15,sector 83,1350.0,3,3,2,4,Relatively New,2,High,Mid Floor
0.8,sector 108,1663.0,3,3,3,1,Relatively New,0,High,Mid Floor
2.2,sector 102,1186.0,3,4,3+,2,Relatively New,2,Low,High Floor
1.55,sector 54,1900.0,3,3,3,1,Moderately Old,2,Medium,Mid Floor
1.55,sector 69,1428.0,3,3,2,1,Relatively New,2,Medium,Low Floor
0.9,sector 69,1326.0,3,2,3+,0,Relatively New,2,Medium,Low Floor
0.9,manesar,2321.0,3,3,3+,1,Moderately Old,0,Low,Mid Floor
0.85,sector 1,1946.0,3,3,3+,1,Moderately Old,0,Low,Mid Floor
3.0,sector 60,2400.0,3,3,3,1,Relatively New,2,High,Mid Floor
2.12,sector 60,1350.0,2,2,2,1,Relatively New,2,High,Low Floor
1.05,sector 77,1600.0,3,3,3,0,Relatively New,0,Low,Mid Floor
1.65,sector 85,2179.0,3,4,3,1,New Property,0,Low,Mid Floor
1.5,sector 84,1833.0,3,3,3,1,Relatively New,2,Low,High Floor
3.4,sector 67,2134.0,3,4,3+,1,Relatively New,2,High,High Floor
3.5,sector 67,2134.0,3,4,3+,1,Relatively New,2,High,High Floor
3.15,sector 67,2219.0,3,4,3+,2,Relatively New,2,Medium,High Floor
5.25,sector 43,2570.0,4,4,3,3,Old Property,0,Medium,Mid Floor
2.78,sector 67,1852.0,3,3,3+,1,Relatively New,2,High,Mid Floor
0.72,sector 92,1700.0,3,3,3,1,Relatively New,0,Low,Mid Floor
1.55,sector 56,1810.0,3,3,3+,1,Moderately Old,2,Low,Mid Floor
1.5,sector 43,1385.0,3,3,3+,1,Old Property,2,High,Mid Floor
3.05,sector 67,2200.0,3,4,2,2,Relatively New,2,High,High Floor
3.83,sector 58,2000.0,3,4,2,2,Relatively New,2,High,Mid Floor
2.25,sector 74,1938.0,3,3,2,1,Relatively New,2,High,Mid Floor
1.4,sector 83,2167.0,4,4,3,1,Relatively New,0,Low,Mid Floor
3.75,sector 112,2536.0,3,5,3+,1,Relatively New,2,Low,High Floor
1.51,sector 70a,1788.0,3,3,3,1,Relatively New,0,Low,Mid Floor
2.7,sector 48,2000.0,3,3,3+,2,Relatively New,2,High,Mid Floor
3.35,sector 113,2991.0,4,4,3+,2,Relatively New,2,High,High Floor
1.5,sector 69,1492.0,3,3,2,1,Relatively New,2,High,Mid Floor
2.2,sector 81,2481.0,3,4,3+,1,Relatively New,2,High,Mid Floor
2.55,sector 82a,1773.0,4,4,3+,0,Relatively New,1,Low,High Floor
0.45,sector 81,664.0,2,2,2,1,Relatively New,2,Low,Mid Floor
1.18,sector 83,1618.0,3,3,2,0,Relatively New,0,Low,High Floor
0.85,sector 84,1158.0,2,2,3,0,Relatively New,2,Low,Mid Floor
1.49,sector 84,1833.0,3,3,3,1,Relatively New,0,Low,Mid Floor
6.5,sector 53,3000.0,4,5,3+,3,Relatively New,2,High,Mid Floor
1.18,sector 92,2518.0,4,4,3,1,Relatively New,0,Medium,Mid Floor
0.8,sector 92,1692.0,3,3,3,1,Relatively New,2,Medium,Mid Floor
1.42,sector 83,2000.0,4,4,3,2,Relatively New,0,Medium,Mid Floor
5.0,sector 65,3245.0,3,3,3,1,Relatively New,2,High,Low Floor
1.72,sector 86,1746.0,3,3,1,1,Relatively New,2,Low,Mid Floor
1.95,sector 65,1556.0,3,3,3+,1,New Property,1,Medium,Low Floor
0.75,sector 83,1162.0,3,3,3,1,New Property,2,Low,Mid Floor
1.72,sector 37d,1983.0,3,3,3+,1,Relatively New,0,Low,Mid Floor
2.5,sector 102,2600.0,4,5,3+,2,Relatively New,2,High,Mid Floor
1.7,sector 102,1750.0,3,4,3+,2,Relatively New,2,High,Mid Floor
1.14,sector 50,1330.0,2,2,2,1,Moderately Old,2,High,High Floor
1.35,sector 43,1320.0,3,3,3,1,Old Property,2,Medium,Low Floor
0.27,sector 99a,498.0,2,2,1,0,Relatively New,0,Medium,Mid Floor
1.4,sector 86,2132.0,4,4,3+,2,Relatively New,0,Medium,High Floor
1.25,sector 86,1747.0,3,4,3+,2,Relatively New,0,Medium,Low Floor
1.18,sector 85,1700.0,2,2,3,1,Relatively New,2,High,Mid Floor
1.1,sector 85,1600.0,2,2,3,1,Relatively New,0,High,Mid Floor
1.21,sector 107,1713.0,3,3,3,0,Moderately Old,2,Medium,Mid Floor
3.45,sector 110,3077.0,4,4,3,1,Moderately Old,0,Medium,Mid Floor
1.95,sector 102,1676.0,3,3,3,0,Relatively New,0,Medium,Mid Floor
3.65,sector 111,2670.0,4,5,3+,1,Moderately Old,2,Medium,High Floor
2.3,sector 28,1777.0,3,3,3,1,Moderately Old,0,Medium,Mid Floor
3.4,sector 66,1991.0,3,4,3,2,Relatively New,2,Medium,Mid Floor
1.14,sohna road,1382.0,3,3,3+,0,Relatively New,0,High,Mid Floor
0.96,sohna road,1131.0,2,2,3+,1,Relatively New,0,High,High Floor
3.05,sector 113,2150.0,3,4,3,1,Relatively New,0,High,Mid Floor
2.35,sector 113,1930.0,3,4,3,1,Relatively New,0,High,Mid Floor
1.05,sector 99a,1390.0,2,2,3,1,Relatively New,0,Low,Low Floor
1.02,sector 99a,1430.0,2,2,3,1,Relatively New,0,High,Mid Floor
1.08,sector 99a,1750.0,3,5,3,2,Relatively New,0,Low,Low Floor
1.75,sector 113,1430.0,2,2,2,1,Relatively New,0,Medium,Mid Floor
2.45,sector 113,2014.0,3,3,3,0,Relatively New,0,Medium,Mid Floor
6.0,sector 113,7294.0,5,6,3+,0,Moderately Old,0,Medium,High Floor
1.68,sector 109,1579.0,3,3,3,0,Relatively New,0,Medium,Mid Floor
1.26,sector 102,1100.0,2,2,2,0,Relatively New,0,Medium,Mid Floor
1.82,sector 102,1757.0,3,4,3+,1,Relatively New,0,Medium,High Floor
2.58,sector 111,1991.0,3,4,2,1,Relatively New,0,Medium,Mid Floor
1.75,sector 113,1424.0,2,2,3,1,Relatively New,0,Medium,Mid Floor
2.6,sector 108,1548.0,3,3,2,0,Relatively New,0,Medium,Mid Floor
2.9,sector 108,1813.0,3,4,2,0,Relatively New,0,Medium,High Floor
1.4,sector 107,2137.0,3,4,3+,1,Relatively New,0,Medium,Mid Floor
2.95,sector 109,2851.0,4,5,3+,1,Relatively New,0,Medium,Mid Floor
2.25,sector 109,2339.0,3,4,3,1,Relatively New,0,Medium,High Floor
1.4,sector 109,1584.0,3,3,3+,0,Relatively New,0,Medium,Mid Floor
1.26,sector 109,1701.0,3,2,3,0,Relatively New,0,Medium,Mid Floor
1.7,sector 69,1783.0,4,4,1,0,Relatively New,0,Medium,High Floor
1.43,sector 69,1428.0,3,3,2,1,Relatively New,0,Medium,Low Floor
1.3,sector 69,1419.0,3,3,1,1,Relatively New,0,Medium,High Floor
1.32,sector 69,1419.0,3,3,1,1,Relatively New,0,Medium,High Floor
2.0,sector 69,1819.0,4,4,2,0,Relatively New,0,Medium,Low Floor
1.43,sector 69,1455.0,3,3,2,1,Relatively New,0,Medium,Low Floor
3.46,sector 81,2599.0,4,4,3+,1,New Property,1,High,Mid Floor
2.25,sector 81,1929.0,3,3,3+,1,New Property,1,High,Mid Floor
1.7,sector 109,1550.0,3,3,3,0,Moderately Old,0,Low,High Floor
1.8,sector 109,2000.0,3,3,3+,0,Relatively New,0,High,Mid Floor
1.35,sector 109,1477.0,3,2,3+,0,Relatively New,0,Medium,High Floor
5.4,sector 65,2696.0,3,4,3,2,Moderately Old,2,High,High Floor
1.55,sector 54,2000.0,3,3,3+,2,Moderately Old,2,Medium,Mid Floor
1.6,sector 74,1508.0,2,2,2,0,Relatively New,2,High,High Floor
2.09,sector 56,2300.0,4,4,3+,1,Relatively New,2,Medium,Mid Floor
1.75,sector 54,2100.0,3,3,3+,1,Moderately Old,2,Medium,Mid Floor
1.38,sector 83,1350.0,3,3,3,1,Relatively New,2,Low,Mid Floor
2.25,sector 65,1600.0,3,3,3,2,Relatively New,2,Low,Mid Floor
2.4,sector 81,1903.0,3,4,3+,1,Relatively New,1,High,High Floor
1.72,sector 83,1600.0,3,3,3,1,Relatively New,2,High,Mid Floor
0.88,sector 78,1668.0,3,4,3,2,Moderately Old,0,Medium,Mid Floor
3.15,sector 83,3200.0,5,7,3+,1,Relatively New,2,High,High Floor
1.72,sector 37d,1373.0,3,3,3,1,Relatively New,2,Low,Mid Floor
1.47,sector 74,1281.0,2,2,3,0,New Property,2,Low,High Floor
1.1,sector 71,1631.0,3,4,3,1,Moderately Old,0,Low,Mid Floor
1.32,sector 71,1985.0,4,4,3,1,Moderately Old,0,Medium,High Floor
1.3,sector 71,2127.0,4,4,3,1,Moderately Old,0,Medium,Mid Floor
1.35,sector 71,2127.0,4,4,3,1,Moderately Old,0,Low,Mid Floor
3.0,sector 66,2700.0,4,4,3,4,Relatively New,2,High,Mid Floor
1.6,sector 86,1548.0,3,3,3+,1,Relatively New,2,High,Mid Floor
3.0,sector 49,2200.0,4,4,3,2,Moderately Old,2,Medium,Mid Floor
0.9,manesar,1900.0,3,3,3+,1,Moderately Old,0,Low,Mid Floor
1.75,sector 54,1900.0,3,4,3+,1,Moderately Old,2,Medium,Mid Floor
2.0,sector 102,1676.0,3,3,3,0,Relatively New,0,Low,Mid Floor
1.8,sector 102,1531.0,3,3,3,0,Relatively New,0,Low,Mid Floor
1.6,sector 109,1550.0,3,3,3,0,Relatively New,0,Medium,Mid Floor
1.4,sector 110,1550.0,3,3,3,0,Relatively New,2,Medium,Mid Floor
1.8,sector 110,1850.0,3,3,3+,1,Relatively New,2,Medium,Mid Floor
2.7,sector 67,2127.0,4,4,3+,2,Moderately Old,2,Medium,Mid Floor
1.55,sector 86,1900.0,3,3,3,0,Relatively New,0,Low,Mid Floor
1.15,sector 82,1620.0,3,4,2,2,Relatively New,2,Medium,High Floor
1.49,sector 102,1315.0,3,3,3,0,Relatively New,2,High,Mid Floor
1.91,sector 102,1587.0,3,4,2,2,Relatively New,2,High,High Floor
1.05,sector 83,1468.0,3,3,3,1,Moderately Old,2,Medium,Mid Floor
2.14,sector 103,2718.0,4,6,3+,1,Relatively New,0,Medium,Mid Floor
1.02,sector 2,1281.0,2,2,3,0,Moderately Old,0,Medium,High Floor
0.56,sector 2,722.0,1,1,2,0,Moderately Old,0,Medium,Mid Floor
2.5,sector 60,1403.0,2,3,2,1,Relatively New,0,Medium,Mid Floor
2.0,sector 61,1538.0,3,3,3,0,Moderately Old,2,Medium,High Floor
2.2,sector 63,1554.0,3,4,3+,1,Moderately Old,2,Medium,Mid Floor
1.65,sector 108,1771.32,3,4,3,1,Moderately Old,2,Medium,Mid Floor
1.6,sector 70a,1416.0,2,2,2,0,Moderately Old,0,Medium,High Floor
0.85,sector 82,1176.0,2,2,2,0,Relatively New,2,Low,Low Floor
1.4,sector 102,1315.0,3,3,3,1,Relatively New,0,Medium,Mid Floor
2.09,sector 43,1294.0,3,3,2,0,Old Property,2,Medium,High Floor
2.51,sector 49,1865.0,3,3,3+,1,Old Property,2,Medium,Mid Floor
1.69,sector 54,1991.0,3,3,3+,1,Old Property,2,Medium,Mid Floor
0.98,sector 2,1281.0,2,2,3,0,Moderately Old,2,Medium,High Floor
2.0,sector 108,2500.0,4,4,3+,2,Relatively New,2,High,Mid Floor
1.95,sector 49,1633.0,3,3,3,0,Old Property,2,Medium,Low Floor
2.1,sector 43,1233.0,3,3,1,1,Old Property,2,Medium,Low Floor
1.55,sector 56,1810.0,3,3,3,1,Old Property,2,Medium,Mid Floor
1.98,sector 49,1750.75,3,4,3,1,Moderately Old,2,Medium,Mid Floor
2.05,sector 56,2667.0,4,4,3+,0,Moderately Old,2,Low,Mid Floor
1.4,sector 52,2556.0,3,3,3+,0,Relatively New,2,Medium,Mid Floor
1.4,sector 109,1466.0,3,3,3+,1,Relatively New,0,Medium,Mid Floor
2.36,sector 103,2729.0,4,6,3+,1,Relatively New,2,High,Mid Floor
1.65,sector 109,1650.0,3,3,3,1,Relatively New,2,High,High Floor
2.65,sector 111,2086.0,3,4,2,1,Relatively New,2,High,Mid Floor
2.63,sector 104,2953.0,4,4,3+,1,Relatively New,2,High,High Floor
2.25,sector 104,2303.0,3,4,3+,1,Relatively New,2,High,Mid Floor
2.55,sector 104,2509.0,4,4,3+,1,Relatively New,0,High,High Floor
1.15,sector 103,1250.0,2,2,3,1,Relatively New,2,Medium,Mid Floor
1.45,sector 56,1900.0,3,3,3+,4,Old Property,0,High,Mid Floor
2.6,sector 104,3064.0,4,4,3+,1,Relatively New,2,High,High Floor
1.55,sector 102,1315.0,3,4,3,1,Relatively New,2,High,Mid Floor
1.2,sector 70a,1285.0,2,2,3,0,Moderately Old,0,Low,Mid Floor
1.55,sector 70,1527.0,3,3,3,4,Relatively New,0,Low,Mid Floor
1.65,sector 70,1527.0,3,4,3,2,Relatively New,2,Low,Mid Floor
1.05,sector 85,1484.0,2,2,3,1,Relatively New,2,Low,Mid Floor
1.29,sector 90,1540.0,3,3,3,1,Relatively New,0,High,Mid Floor
0.56,sector 67a,778.0,2,2,2,1,Relatively New,0,Low,Low Floor
1.26,sector 90,1650.0,3,3,2,1,Relatively New,0,Low,High Floor
1.91,sector 85,3890.0,4,6,3,1,Relatively New,0,High,Mid Floor
2.2,sector 85,3920.0,4,6,3,1,Relatively New,0,High,Mid Floor
1.98,sector 85,2399.0,3,4,3,1,Relatively New,0,High,High Floor
1.11,sector 85,1630.0,2,2,3,1,Relatively New,0,High,Mid Floor
2.25,sector 81,2090.0,3,4,3+,1,Relatively New,1,High,High Floor
1.05,sector 84,1610.0,3,3,3,1,Relatively New,0,Medium,Mid Floor
2.6,sector 82a,1773.0,4,4,3+,1,Relatively New,0,Low,Low Floor
1.04,sector 85,1550.0,2,2,3,1,New Property,0,Medium,High Floor
1.25,sector 90,1578.0,3,3,2,1,Relatively New,0,Low,High Floor
3.4,sector 112,2225.56,3,3,2,0,Relatively New,2,High,High Floor
1.25,sector 90,1541.0,3,3,3,1,Moderately Old,0,Low,High Floor
0.41,sector 86,557.0,2,2,1,4,New Property,0,Low,Mid Floor
0.75,sector 83,1150.0,2,2,2,1,Relatively New,2,Medium,High Floor
1.7,sector 90,2005.0,4,4,3+,1,Moderately Old,0,Low,High Floor
0.87,sector 91,1148.0,2,2,2,1,Relatively New,0,Medium,Mid Floor
1.25,sector 90,1437.0,3,3,3,1,Moderately Old,0,Medium,High Floor
2.35,sector 81,1558.0,3,4,3+,1,Relatively New,0,Medium,High Floor
1.73,sector 104,2072.0,3,4,3+,1,Relatively New,0,High,High Floor
0.97,sector 106,1200.0,2,2,3,1,New Property,2,High,Mid Floor
1.35,sector 106,2100.0,4,4,3+,2,Relatively New,2,High,High Floor
1.32,sector 99a,1737.0,3,5,3,1,New Property,0,Medium,High Floor
0.71,sohna road,1154.0,2,2,3,0,Relatively New,0,High,Mid Floor
0.78,sohna road,1319.0,2,2,2,1,Relatively New,2,Medium,Mid Floor
5.5,sector 65,2803.0,3,4,3,1,Relatively New,0,Low,Mid Floor
2.3,sector 81,1854.0,3,4,3+,1,Relatively New,2,High,High Floor
0.43,sector 95,1300.0,2,2,2,0,Relatively New,0,Medium,Mid Floor
0.98,sector 107,1281.0,2,2,3,1,Relatively New,2,High,Mid Floor
0.8,sector 107,1204.0,2,2,3+,1,Relatively New,2,High,Mid Floor
2.65,sector 104,2851.0,4,4,3+,1,Relatively New,0,High,Mid Floor
2.35,sector 43,1527.0,3,3,2,1,Old Property,2,Medium,Low Floor
1.29,sector 107,1690.0,3,3,3+,1,Relatively New,2,High,Low Floor
1.83,sector 104,2000.0,3,4,3+,1,Relatively New,0,High,Mid Floor
1.39,sector 107,2057.0,3,4,3+,2,Relatively New,2,High,Mid Floor
1.12,sector 83,1200.0,3,3,2,4,Relatively New,2,High,Mid Floor
0.65,sector 108,1235.0,2,2,2,1,Relatively New,2,High,Mid Floor
1.5,sector 91,1786.0,3,4,3+,2,Relatively New,0,Medium,Mid Floor
1.9,sector 91,2465.0,4,4,3,1,Relatively New,0,Medium,Mid Floor
2.35,sector 50,2000.0,3,3,3,1,Moderately Old,2,Medium,Mid Floor
0.6,sector 2,665.0,1,1,1,0,Moderately Old,2,Medium,Mid Floor
2.0,sector 28,1240.0,3,3,1,0,Old Property,2,Medium,High Floor
1.57,sector 74,1300.0,2,2,3+,1,Relatively New,0,Medium,Mid Floor
1.44,sector 37c,2211.0,3,3,3+,1,New Property,0,Low,Mid Floor
1.26,sector 37c,1400.0,3,3,3,0,New Property,0,Low,Mid Floor
1.05,sector 68,1200.0,2,2,2,0,New Property,2,Medium,High Floor
6.44,sector 53,3068.0,4,4,3,1,Moderately Old,2,Medium,Mid Floor
7.56,sector 62,4200.0,4,4,3+,2,Relatively New,2,Medium,High Floor
3.8,sector 43,2450.0,3,3,3+,2,Moderately Old,2,Medium,Low Floor
6.75,sector 54,2076.0,4,4,2,1,Moderately Old,1,Medium,Mid Floor
0.65,sector 90,1225.0,2,2,3,1,Relatively New,2,Low,High Floor
1.75,sector 109,1797.0,3,4,3+,1,Relatively New,0,High,Mid Floor
1.54,sector 56,1900.0,3,4,3+,1,Old Property,2,Medium,Mid Floor
1.4,sector 102,1493.0,3,3,3,1,Relatively New,2,Medium,Mid Floor
0.97,sector 102,828.0,2,2,2,0,Relatively New,0,Medium,High Floor
1.35,sector 102,1230.0,2,2,2,0,Relatively New,0,Medium,Mid Floor
1.75,sector 102,1757.0,3,4,3+,1,Relatively New,2,Medium,High Floor
2.2,sector 103,2602.0,4,6,3+,1,Relatively New,2,Medium,Mid Floor
2.45,sector 108,1460.0,3,3,3,0,Relatively New,0,Low,High Floor
1.5,sector 106,1535.0,4,6,3+,1,Relatively New,0,High,High Floor
2.4,sector 113,1940.0,3,4,3+,1,Relatively New,0,Low,Mid Floor
2.45,sector 113,1890.0,3,3,3+,1,Relatively New,0,High,Mid Floor
3.0,sector 113,2460.0,3,3,3+,1,Relatively New,0,High,Mid Floor
1.65,sector 113,1420.0,3,2,2,0,Relatively New,0,Low,Mid Floor
0.88,sector 106,1120.0,2,2,3+,0,Relatively New,0,Low,Mid Floor
0.88,sector 106,940.0,2,2,3+,0,Relatively New,0,Low,Low Floor
1.28,sector 106,1186.0,3,4,3+,1,Relatively New,0,Low,High Floor
1.34,sector 106,1535.0,4,5,3+,1,Relatively New,0,Low,Mid Floor
1.32,sector 106,1535.0,4,5,3+,1,Relatively New,0,Low,High Floor
1.13,sector 106,1186.0,3,4,3+,2,Relatively New,0,Low,High Floor
1.38,sector 99a,2150.0,4,5,3+,2,Relatively New,0,Low,Low Floor
1.16,sector 99a,1790.0,3,3,3,2,Relatively New,0,Low,Mid Floor
2.33,sector 113,2098.0,3,3,3,1,New Property,0,High,Mid Floor
3.05,sector 113,2600.0,3,4,3,1,New Property,0,High,High Floor
1.25,sector 83,1654.0,3,2,1,4,Relatively New,1,High,Mid Floor
1.25,sector 79,1212.0,3,3,2,2,Relatively New,2,High,Low Floor
1.05,sector 83,1588.0,3,3,2,4,Relatively New,2,High,High Floor
1.25,sector 79,1154.0,3,3,3,2,Relatively New,0,High,High Floor
1.1,sector 79,1154.0,3,3,3,2,Relatively New,2,Medium,High Floor
1.3,sector 83,1387.0,3,3,3,1,Relatively New,2,High,High Floor
2.28,sector 84,2998.0,4,4,3+,1,Relatively New,0,Medium,Mid Floor
1.2,sector 85,1190.0,2,2,2,2,Relatively New,0,Medium,Mid Floor
1.22,sector 85,1300.0,2,2,3,1,Relatively New,0,Medium,High Floor
1.1,sector 85,1173.0,2,2,3,1,Relatively New,0,Medium,High Floor
1.15,sector 85,1263.0,2,2,3,1,Relatively New,0,Medium,High Floor
1.2,sector 79,1165.0,3,3,3,2,Relatively New,2,High,High Floor
1.4,sector 83,1387.0,3,3,3,4,Relatively New,2,High,Low Floor
1.1,sector 83,1588.0,3,3,2,3,Relatively New,2,High,Mid Floor
1.0,sector 83,1575.0,3,3,2,1,Relatively New,2,High,Low Floor
1.52,sector 84,1703.0,3,4,3,1,Relatively New,0,Medium,High Floor
1.8,sector 83,1551.0,3,4,3,4,Relatively New,2,High,Mid Floor
1.6,sector 83,1674.0,3,3,3+,4,Relatively New,2,High,Mid Floor
1.55,sector 79,1416.0,3,4,3,1,Relatively New,2,High,High Floor
1.3,sector 79,1215.0,3,3,2,2,Relatively New,2,High,Mid Floor
2.25,sector 81,2300.0,3,4,3+,3,Relatively New,2,Medium,Mid Floor
4.79,sector 49,3724.0,5,5,3+,3,Relatively New,0,Low,High Floor
1.25,sector 90,1650.0,3,3,3,1,Relatively New,2,Low,Mid Floor
1.4,sector 91,1700.0,3,3,3+,0,Relatively New,0,Medium,Mid Floor
1.38,sector 88a,2296.0,3,3,3+,1,Relatively New,0,Medium,Mid Floor
1.3,sector 88a,1990.0,3,3,3+,0,Relatively New,0,Medium,Mid Floor
1.0,sector 79,1300.0,2,2,2,1,Relatively New,0,Low,Mid Floor
1.0,sector 88a,1611.0,2,2,3,1,Relatively New,0,Medium,Mid Floor
0.95,sector 88a,1452.0,2,2,2,0,Relatively New,0,Medium,Mid Floor
1.85,sector 66,1470.0,2,3,3,2,Relatively New,2,Medium,High Floor
1.65,sector 77,1765.0,4,3,3,1,Relatively New,0,Medium,Mid Floor
1.32,sector 107,1758.0,3,3,3,0,Relatively New,0,Medium,Mid Floor
1.02,sector 107,1388.0,2,2,3,1,Relatively New,0,Medium,Mid Floor
1.88,sector 109,2765.0,4,5,3,0,Relatively New,0,Medium,Mid Floor
2.15,sector 102,1945.0,3,4,3,2,Relatively New,0,Medium,High Floor
2.58,sector 111,1991.0,3,4,2,1,Moderately Old,0,Medium,Mid Floor
2.25,sector 111,1538.0,3,3,2,0,Relatively New,0,Medium,High Floor
1.75,sector 109,1946.0,3,4,3+,1,Relatively New,0,Medium,Mid Floor
0.93,sector 108,1161.0,2,3,3,0,Relatively New,0,Medium,Mid Floor
4.75,sector 112,3405.0,3,5,3+,1,Relatively New,2,Low,Mid Floor
1.72,sector 79,1695.0,3,4,3+,1,Relatively New,2,High,Mid Floor
6.75,sector 72,4000.0,4,4,3+,1,New Property,2,High,Low Floor
2.45,sector 62,1200.0,2,2,2,1,New Property,1,High,Mid Floor
2.2,sector 85,2545.0,4,5,3+,0,Relatively New,0,Medium,Mid Floor
5.25,sector 72,3000.0,4,4,3+,1,New Property,2,High,High Floor
5.0,sector 72,4000.0,4,4,3+,3,New Property,2,High,Low Floor
5.0,sector 72,4500.0,4,4,3+,4,Moderately Old,2,High,Low Floor
2.7,sector 113,2217.0,3,4,3+,1,Relatively New,2,Low,Mid Floor
2.65,sector 48,2134.0,4,4,3+,2,Moderately Old,2,High,High Floor
1.65,sector 22,1200.0,2,2,2,2,Relatively New,1,Medium,Mid Floor
2.55,sector 22,1600.0,3,3,3,1,Relatively New,2,Medium,Mid Floor
2.55,sector 22,1600.0,3,3,3,0,Relatively New,1,Low,Mid Floor
4.3,sector 22,2600.0,3,4,3+,2,Relatively New,1,Medium,Mid Floor
1.7,sector 69,1804.0,4,4,2,4,Relatively New,2,High,Mid Floor
2.4,sector 22,1200.0,2,2,2,1,Relatively New,1,Medium,Mid Floor
0.87,sector 37c,1300.0,2,3,3+,1,Relatively New,0,Medium,Mid Floor
1.25,sector 37c,1350.0,3,3,3,1,Relatively New,0,Low,Mid Floor
0.99,sector 37c,1400.0,3,5,3+,1,Relatively New,0,Low,Mid Floor
1.39,sector 102,1493.0,3,3,3,1,Relatively New,2,Low,Mid Floor
2.7,sector 50,2400.0,3,3,3+,1,Moderately Old,0,High,Mid Floor
1.75,sector 37d,2100.0,4,4,3,1,Relatively New,2,Medium,Mid Floor
1.55,sector 37d,2100.0,4,3,3+,1,Relatively New,2,Medium,High Floor
1.6,sector 37d,2000.0,4,3,3+,1,Relatively New,2,Medium,Mid Floor
1.4,sector 109,1466.0,3,3,3+,0,Relatively New,0,Low,Mid Floor
1.8,sector 70a,1925.0,3,3,3,1,Relatively New,0,Medium,Mid Floor
1.65,sector 107,2505.0,4,5,3+,1,Relatively New,0,Low,High Floor
3.55,sector 30,2367.0,3,5,3+,1,Old Property,2,Medium,High Floor
6.0,sector 43,2556.0,4,4,3+,1,Old Property,2,High,High Floor
1.8,sector 48,1951.0,3,4,3,1,Moderately Old,2,Medium,Mid Floor
2.5,sector 70a,2127.0,3,4,3,2,Relatively New,2,High,Mid Floor
1.5,sector 39,2611.0,4,3,3,1,Old Property,1,Low,Mid Floor
1.04,sector 83,1500.0,3,2,2,0,Moderately Old,0,Medium,Low Floor
0.53,sector 67a,657.0,2,2,1,1,Relatively New,2,Low,Mid Floor
1.64,sector 70,1527.0,3,5,3,1,Relatively New,2,Medium,Mid Floor
2.9,sector 65,1787.0,4,4,3+,2,Relatively New,2,High,Mid Floor
2.36,sector 65,1493.0,3,3,3,2,Relatively New,2,High,Low Floor
4.85,sector 54,1785.0,3,4,3+,1,Moderately Old,1,High,Mid Floor
1.25,sector 83,1792.0,3,3,2,1,Relatively New,0,Medium,Low Floor
0.92,sector 90,2167.0,3,3,2,1,Relatively New,2,Low,Mid Floor
2.7,sector 81,2343.0,3,3,3,1,Relatively New,2,Low,High Floor
0.7,sector 90,1502.0,2,3,2,1,Relatively New,2,Low,Mid Floor
1.25,sector 85,1934.0,2,2,2,0,Relatively New,2,Low,High Floor
2.3,sector 85,2545.0,4,4,3+,1,Relatively New,0,Low,Mid Floor
2.0,sector 85,2179.0,3,4,3,1,Relatively New,2,Low,Mid Floor
1.08,sector 83,1570.0,3,3,2,1,Relatively New,0,Low,High Floor
1.73,sector 65,1262.0,3,3,3,1,Relatively New,1,High,Mid Floor
1.3,sector 65,812.0,2,2,2,1,Relatively New,0,Medium,Mid Floor
2.85,sector 65,1787.0,4,4,3+,2,Relatively New,2,High,Low Floor
2.25,sector 65,1493.0,3,3,3+,2,Relatively New,0,High,Mid Floor
2.35,sector 65,1493.0,3,3,3,2,Relatively New,2,High,Low Floor
2.8,sector 65,1800.0,4,4,3,1,Relatively New,2,Medium,Low Floor
2.35,sector 65,1500.0,3,3,3,2,Relatively New,2,Medium,Low Floor
2.75,sector 65,1750.0,4,4,3,2,Relatively New,2,Medium,Mid Floor
2.36,sector 65,1524.0,3,3,3,2,Relatively New,2,Medium,Low Floor
3.4,sector 66,2210.0,4,4,3+,1,Relatively New,2,High,Low Floor
0.8,sector 77,1163.0,2,2,2,0,Relatively New,2,Low,Mid Floor
