price,sector,built_up_area,bedRoom,bathroom,balcony,extra_rooms,agePossession,furnishing_type,luxury_category,floor_category
2.2,sector 28,1956.0,3,4,3+,1,Moderately Old,1,Low,Mid Floor
2.0,sector 39,2400.0,3,3,3+,0,Old Property,0,Low,Low Floor
0.95,sector 102,915.0,2,2,2,0,Relatively New,0,Low,High Floor
0.4,sector 95,761.0,3,2,2,0,New Property,0,Low,Mid Floor
1.62,sector 88a,1463.0,3,2,3+,1,Relatively New,1,Low,Mid Floor
0.85,sector 1,2200.0,3,3,0,0,Moderately Old,0,Low,Mid Floor
0.4,sector 33,623.0,2,2,2,0,Under Construction,0,Low,Mid Floor
3.5,sector 65,2282.0,3,3,3,3,New Property,2,High,High Floor
1.36,sector 37d,1535.0,3,3,3,2,Under Construction,0,Low,Low Floor
1.3,golf course ext road,1357.0,3,3,3,0,Under Construction,0,Low,High Floor
2.41,sector 61,1630.0,3,3,3,0,New Property,0,Medium,Low Floor
1.1,sector 102,915.0,2,2,1,0,Relatively New,0,Low,Mid Floor
2.5,sector 33,2093.0,3,3,2,0,Under Construction,0,Medium,Low Floor
2.02,shankar vihar,2262.0,4,3,1,0,New Property,0,Low,Low Floor
1.47,sector 61,1278.0,2,2,2,2,New Property,0,Medium,Mid Floor
0.24,sohna road,378.0,1,1,1,0,Relatively New,2,Medium,High Floor
4.2,sector 43,1946.0,3,4,2,0,Under Construction,0,Low,Mid Floor
2.45,sector 99,2516.0,3,4,3,1,New Property,2,High,Low Floor
1.65,sector 79,1815.0,3,3,0,0,Relatively New,0,Low,High Floor
1.75,sector 85,1825.0,3,3,2,0,Relatively New,0,Low,High Floor
1.4,sector 63a,1372.0,2,2,2,1,Under Construction,0,Low,Mid Floor
0.45,sector 95,632.0,2,2,2,0,New Property,2,Low,Low Floor
0.68,manesar,1526.0,3,3,3,0,Moderately Old,0,Low,Low Floor
1.0,sector 89,1233.0,2,2,3,2,New Property,0,Medium,Mid Floor
2.0,sector 104,2072.0,3,4,3+,1,Relatively New,0,Medium,Mid Floor
0.75,sohna road,1350.0,2,2,2,0,Moderately Old,0,Medium,Mid Floor
3.25,sector 99,3041.0,4,4,3+,1,New Property,0,Medium,Low Floor
1.1,sohna road,1319.0,2,2,3+,2,Relatively New,2,Low,High Floor
1.45,sector 86,1480.0,3,2,3,0,Relatively New,1,Medium,Mid Floor
3.2,sector 99,3225.0,4,4,0,0,Under Construction,0,Low,Mid Floor
0.4,sector 93,604.0,2,2,2,0,New Property,0,Low,High Floor
0.95,sector 89,1226.0,2,2,2,2,New Property,0,Low,Mid Floor
4.25,sector 59,2077.0,3,4,3,0,Under Construction,0,Low,Mid Floor
0.37,sector 107,615.0,2,2,2,0,New Property,0,Low,Mid Floor
1.25,sector 93,1350.0,3,4,2,0,Relatively New,2,Medium,High Floor
0.75,sector 69,1100.0,2,2,2,0,Moderately Old,0,Low,Mid Floor
0.35,new sector 2 phase 2,850.0,2,2,1,0,Relatively New,2,Low,Low Floor
0.35,sector-11 sohna road,658.0,2,2,2,0,New Property,0,Medium,Mid Floor
2.0,sector 79,2629.0,3,4,3+,1,Relatively New,2,High,Low Floor
3.5,sector 82a,2896.0,5,5,3+,1,Relatively New,1,Low,High Floor
1.91,sector 28,1278.0,2,2,2,0,New Property,1,Medium,High Floor
1.0,sector 37d,1602.0,3,3,3+,0,Moderately Old,0,Low,High Floor
1.4,sector 33,588.0,3,3,3,0,Under Construction,0,Medium,Low Floor
0.35,sohna road,556.0,2,2,2,0,Relatively New,0,Low,Mid Floor
0.82,sector 104,832.0,2,2,3,1,Relatively New,0,Medium,High Floor
0.88,sohna road,1016.0,2,2,2,0,Relatively New,1,Medium,High Floor
0.55,sohna road,913.0,2,2,3,0,Relatively New,0,Medium,Mid Floor
1.2,sector 67,1620.0,3,3,2,0,Relatively New,0,Low,Low Floor
1.78,sector 74,1582.0,2,2,3+,0,Relatively New,0,Medium,High Floor
1.9,sector 65,1358.0,2,2,2,0,Relatively New,0,Low,High Floor
0.26,sohna road,535.0,2,2,1,0,Relatively New,0,Medium,Mid Floor
0.89,sector 81,1194.0,2,2,2,1,Under Construction,2,Low,Mid Floor
1.6,sector 61,1278.0,2,2,2,1,New Property,0,Medium,Mid Floor
0.9,sector 86,1690.0,3,3,2,0,New Property,0,Low,Mid Floor
1.1,sector 37d,1990.0,3,3,3,0,Relatively New,0,Medium,Mid Floor
0.95,sector 89,804.0,2,2,2,1,Under Construction,0,Medium,Low Floor
0.47,sector 90,767.0,2,2,1,0,New Property,0,Low,Low Floor
2.7,sector 12,3150.0,4,3,3,0,Old Property,0,Low,Mid Floor
0.95,sector 79,1385.0,2,2,3,1,New Property,0,Low,Mid Floor
1.15,sector 78,1969.0,3,3,3,2,Moderately Old,0,Low,Mid Floor
0.9,sector 37c,1500.0,3,3,3,0,Under Construction,0,Medium,Low Floor
1.0,sector 36,1122.0,3,2,3,0,New Property,2,Medium,Low Floor
1.5,sector 109,2519.0,3,3,1,1,New Property,0,Low,Mid Floor
1.15,sector 12,2000.0,3,4,2,2,Old Property,0,Low,Low Floor
1.3,sector 33,1095.0,2,2,2,1,New Property,0,Low,Mid Floor
1.9,sector 99,2835.0,4,4,3+,0,New Property,0,Medium,Low Floor
5.0,sector 70,5333.0,6,7,3+,2,Relatively New,0,Medium,Low Floor
0.85,sector 84,1222.0,2,2,3,2,New Property,0,Low,Mid Floor
1.9,sector 55,2000.0,4,3,3+,1,Moderately Old,1,Low,Mid Floor
0.9,sector 107,1236.0,2,2,3+,0,New Property,0,Medium,High Floor
0.45,sector 92,646.0,2,2,1,1,New Property,2,Low,Mid Floor
0.78,sector 92,846.0,2,2,3,1,Under Construction,0,Low,Low Floor
6.2,sector 43,2712.0,4,4,3+,1,Moderately Old,0,Low,Mid Floor
1.6,sector 102,1368.0,2,2,3,0,Moderately Old,0,Low,High Floor
0.86,sector 89,1226.0,2,3,2,3,New Property,2,Medium,Mid Floor
0.45,sector 92,833.0,3,3,1,0,Relatively New,0,Low,Mid Floor
1.02,sector 108,1283.0,2,3,3,1,Relatively New,0,Medium,Mid Floor
0.4,sohna road,762.0,2,2,2,0,Relatively New,0,Medium,Mid Floor
3.9,sector 59,2295.0,3,1,0,0,Under Construction,0,Low,Low Floor
2.44,sector 65,1654.0,3,3,2,0,Under Construction,0,Low,Mid Floor
1.05,sector 76,1597.0,3,3,3+,0,Relatively New,2,Medium,Mid Floor
2.12,sector 102,1571.0,3,3,3,0,New Property,0,Medium,Mid Floor
1.45,sector 93,1350.0,3,4,2,0,Relatively New,2,Medium,High Floor
0.27,sohna road,640.0,2,2,2,0,New Property,0,Low,Low Floor
0.27,sohna road,508.0,2,2,1,0,Relatively New,2,Medium,Low Floor
1.65,sector 70,1923.0,3,4,3+,2,New Property,0,Medium,High Floor
1.93,sector 113,1429.0,3,3,2,0,Under Construction,0,Medium,Mid Floor
0.82,sector 71,1086.0,2,2,2,0,Moderately Old,0,Low,Mid Floor
0.28,sohna road,520.0,2,2,2,0,Relatively New,0,Low,Mid Floor
0.21,sohna road,484.0,1,1,0,0,Relatively New,0,Low,Low Floor
1.1,sector 33,1275.0,2,2,2,0,Under Construction,0,Low,Mid Floor
1.6,sector 61,1278.0,2,2,2,1,Under Construction,0,Low,Mid Floor
1.1,sector 37d,1389.0,3,3,3,0,Under Construction,0,Low,Low Floor
3.25,sector 113,2553.0,4,4,3+,3,Under Construction,0,Medium,High Floor
1.2,sector 103,1288.0,2,2,3,0,Moderately Old,0,Low,Mid Floor
0.38,sohna road,602.0,2,2,2,0,Relatively New,0,Low,Low Floor
2.45,sector 61,1223.0,3,3,3,2,New Property,0,Medium,Mid Floor
0.85,sector 89,1226.0,2,2,2,1,Under Construction,0,Low,Low Floor
6.5,sector 43,2661.0,4,5,2,1,Relatively New,0,Low,Mid Floor
0.28,sector 3 phase 2,600.0,2,2,1,0,Relatively New,0,Medium,Mid Floor
1.55,sector 52,2100.0,4,4,3,0,Moderately Old,0,Low,Low Floor
1.5,gwal pahari,1850.0,4,4,3+,0,Moderately Old,0,Medium,Mid Floor
0.8,sector 79,1688.0,2,2,2,1,New Property,0,Low,High Floor
1.22,sector 92,2093.0,4,3,3,1,Under Construction,0,Medium,Mid Floor
1.35,sector 106,1678.0,4,3,3,1,Old Property,0,Medium,High Floor
2.8,sector 65,1828.0,3,3,0,0,Relatively New,0,Low,High Floor
1.5,sector 108,2850.0,3,4,0,0,Relatively New,0,Low,High Floor
0.8,sector 103,1361.0,2,2,2,0,Relatively New,0,Low,Mid Floor
0.46,sector 95,990.0,2,2,0,0,New Property,0,Low,Mid Floor
0.3,sector 95,950.0,2,2,1,0,New Property,0,Low,High Floor
1.25,sector 37d,1725.0,3,3,3+,0,Under Construction,0,Low,Low Floor
0.5,sector 56,667.0,1,1,2,0,Old Property,0,Low,Mid Floor
0.9,sector 79,1295.0,2,2,0,0,Relatively New,0,Low,High Floor
0.65,sohna road,822.0,2,2,3,0,New Property,0,Medium,Low Floor
0.75,sector 37c,1430.0,2,2,3+,0,Relatively New,0,Medium,High Floor
1.4,sector 77,1735.0,3,3,3,0,Relatively New,0,Low,Mid Floor
1.0,sector 69,1826.0,4,3,0,0,Relatively New,0,Low,Low Floor
1.8,sector 70,1527.0,3,4,3,2,New Property,0,Low,Low Floor
1.2,sector 33,1111.0,2,2,3+,0,Under Construction,0,Medium,Mid Floor
1.05,sector 103,1365.0,2,2,3,0,Relatively New,2,Medium,Low Floor
0.66,sector 92,1473.0,3,2,2,0,Relatively New,1,Low,High Floor
0.27,sector-35 sohna road,673.0,2,2,2,0,New Property,0,Medium,Low Floor
1.95,sector 104,2544.0,3,3,3+,1,New Property,0,Medium,Mid Floor
0.9,sector 89,998.0,2,2,2,2,New Property,0,Low,Low Floor
0.55,sector 76,823.0,2,2,2,0,Under Construction,0,Low,Mid Floor
0.7,sector 92,1572.0,3,3,0,0,Relatively New,0,Low,Mid Floor
0.3,sohna road,567.0,2,2,0,0,Relatively New,0,Low,Mid Floor
1.05,sector 78,1853.0,3,3,3,0,Moderately Old,0,Low,Mid Floor
3.5,sector 22,2000.0,3,4,3+,1,New Property,2,Medium,Mid Floor
0.95,sector 92,1895.0,4,5,3+,0,Relatively New,0,Low,High Floor
2.6,sector 85,2129.0,3,3,3,1,Under Construction,0,Low,High Floor
0.75,sector 92,1734.0,4,4,3+,0,Relatively New,0,Medium,Mid Floor
1.3,sector 9a,2580.0,4,4,3+,0,Old Property,0,Low,Mid Floor
0.94,sector 49,746.0,1,2,2,0,Moderately Old,0,Low,Low Floor
0.7,sector 90,1350.0,2,2,3,1,New Property,0,Medium,Mid Floor
0.95,sector 37c,1820.0,3,1,0,0,Relatively New,0,Low,Low Floor
0.7,sector 78,1224.0,2,2,2,0,Moderately Old,0,Low,Mid Floor
1.2,dwarka expressway,1940.0,3,3,3+,1,Under Construction,0,Low,Mid Floor
0.8,sector 81,607.0,2,2,2,1,Under Construction,0,Low,Mid Floor
1.2,sector 3,1307.0,2,2,3,0,Under Construction,0,Medium,Low Floor
0.25,sohna road,535.0,2,2,1,1,Relatively New,0,Medium,Low Floor
0.95,sector 90,1667.0,3,3,3,1,Relatively New,0,Medium,Mid Floor
0.45,sector 95,887.0,2,2,1,1,Relatively New,0,Medium,Low Floor
1.5,sector 9a,1833.0,4,3,3+,0,Relatively New,2,Low,Mid Floor
0.26,sohna road,438.0,1,1,1,0,New Property,0,Low,Mid Floor
2.0,sector 48,1923.0,3,3,0,1,Relatively New,0,Medium,High Floor
0.46,sector 4,1000.0,2,2,1,0,Relatively New,2,Medium,Low Floor
0.8,sector 92,1893.0,4,4,3,0,Moderately Old,0,Medium,Low Floor
0.78,sohna road,1222.0,2,2,3,1,Under Construction,0,Medium,Mid Floor
0.65,sector 92,1304.0,3,3,3,0,Moderately Old,0,Medium,Low Floor
0.52,sector 56,475.0,1,1,1,0,Old Property,0,Low,Low Floor
1.1,sector 68,1127.0,2,2,3,0,New Property,0,Medium,High Floor
1.08,sector 33,823.0,2,2,3,0,Under Construction,0,Medium,Mid Floor
3.99,sector 22,2796.0,3,5,3+,1,New Property,1,Medium,Mid Floor
1.75,sector 109,1466.0,3,3,3,0,New Property,0,Low,Mid Floor
0.54,sohna road,833.0,2,2,2,0,Under Construction,0,Medium,Mid Floor
2.0,sector 109,2380.0,4,4,2,2,Relatively New,0,Medium,High Floor
3.2,sector 22,2517.0,3,4,3+,0,New Property,0,Low,Low Floor
1.0,sector 68,1311.0,2,2,2,0,New Property,0,Medium,High Floor
3.0,sector 102,3178.0,4,4,3+,1,Relatively New,2,Medium,Mid Floor
0.21,sohna road,500.0,1,1,1,0,New Property,0,Low,High Floor
0.82,sector 95,1095.0,2,2,3+,1,New Property,0,Medium,High Floor
0.95,sector 92,1983.0,4,3,2,0,New Property,0,Medium,High Floor
0.92,sector 68,1127.0,2,2,3,1,Under Construction,0,Medium,Mid Floor
1.25,manesar,2944.0,3,3,3+,1,Moderately Old,0,Low,Mid Floor
0.78,sector 86,1360.0,2,2,2,0,New Property,0,Medium,Mid Floor
0.5,sector 99,652.0,2,1,2,0,New Property,0,Low,Mid Floor
0.95,sector 92,1765.0,4,3,3,0,New Property,0,Low,High Floor
2.0,sector 33,1619.0,3,3,3+,0,New Property,0,Low,Mid Floor
0.26,sector 3,611.0,2,1,2,0,Relatively New,0,Low,Low Floor
0.22,sector 110,543.0,2,1,1,0,Relatively New,0,Low,Low Floor
0.8,sector 11,1403.0,3,2,0,0,Old Property,0,Low,Low Floor
1.1,sector 104,1148.0,2,2,3,1,Under Construction,0,Medium,High Floor
0.2,sector 2,556.0,1,1,1,1,Moderately Old,0,Low,Low Floor
0.9,sector 92,1692.0,4,5,3+,2,Relatively New,0,Medium,High Floor
0.3,sohna road,516.0,2,2,2,0,Relatively New,0,Low,Mid Floor
2.79,sector 22,1564.0,3,3,3,0,New Property,1,High,High Floor
0.39,sohna road,720.0,2,2,2,0,Relatively New,0,Low,Mid Floor
0.95,sector 92,1983.0,4,3,2,0,New Property,0,Low,High Floor
1.35,sector 85,990.0,2,2,3,0,Under Construction,0,Low,High Floor
0.22,sector 3 phase 3 extension,570.0,2,2,1,1,Relatively New,1,Low,Low Floor
1.5,sector-2 sohna road,1911.0,3,3,3+,0,Under Construction,0,Low,Mid Floor
0.67,sector 37,1086.0,2,2,2,0,Relatively New,0,Low,Mid Floor
0.95,saroop garden sector 105,4000.0,2,2,1,1,New Property,0,Low,Low Floor
2.0,sector 65,1186.0,2,2,2,0,New Property,2,High,High Floor
1.15,sector 71,1541.0,3,3,2,1,Moderately Old,2,Medium,High Floor
0.55,sector 2,588.0,1,1,2,0,Moderately Old,0,Low,Mid Floor
1.5,sector 61,1333.0,2,2,2,1,Under Construction,0,Low,Low Floor
2.35,sector 111,1615.0,3,3,3+,0,Under Construction,0,Low,Mid Floor
0.38,sector 6,944.0,2,2,2,0,Moderately Old,0,Low,Low Floor
1.0,sector 81,1131.0,2,2,2,0,Relatively New,0,Low,Mid Floor
1.02,sector 37d,1538.0,3,2,3,0,Under Construction,0,Low,High Floor
0.72,sector 36,1244.0,3,2,3,0,Under Construction,0,Low,Low Floor
0.85,sector 80,761.0,1,1,1,0,Relatively New,0,Medium,High Floor
1.1,sector 10a,1833.0,3,3,3,0,Moderately Old,0,Low,Low Floor
1.35,sector 102,828.0,2,2,2,0,Under Construction,0,Low,Mid Floor
0.36,sector 36a,407.0,1,1,1,0,Relatively New,0,Medium,Mid Floor
1.25,sector 82a,1667.0,3,2,3,2,Relatively New,2,Medium,Low Floor
1.9,sector 70a,2111.0,4,3,3,1,New Property,0,Medium,Low Floor
0.64,sector 81,1361.0,2,2,3,0,Relatively New,2,Medium,High Floor
2.7,sector 85,3151.0,4,4,3+,0,New Property,0,Low,High Floor
2.1,sector 108,1250.0,2,2,2,0,Under Construction,0,Medium,Mid Floor
2.17,sector 61,1721.0,3,3,3,0,Under Construction,0,Low,Low Floor
1.7,sector 61,1244.0,2,2,2,1,Under Construction,0,Medium,Mid Floor
1.65,dwarka expressway,3094.0,3,4,3,0,Under Construction,0,Low,Mid Floor
1.76,sector 52,2199.0,4,4,3+,0,New Property,0,Low,High Floor
0.6,sector 12,1178.0,3,3,2,0,Relatively New,0,Low,Mid Floor
2.25,bptp,2353.0,3,3,3+,0,Moderately Old,0,Medium,Mid Floor
0.91,sohna road,1222.0,2,2,3,1,New Property,0,Medium,Low Floor
0.49,sector 104,695.0,3,2,2,0,Under Construction,0,Medium,Mid Floor
0.95,sector 2,1100.0,2,2,1,0,Relatively New,0,Medium,Low Floor
0.3,sohna road,650.0,2,2,1,0,New Property,0,Medium,High Floor
0.37,sector 36a,319.0,1,1,1,0,Relatively New,2,Medium,Mid Floor
0.75,sector 76,1199.0,2,2,3,0,Relatively New,2,Low,High Floor
2.6,sector 65,1833.0,3,3,3+,0,Relatively New,0,Low,Mid Floor
1.1,sector 78,2176.0,3,3,3+,1,Old Property,0,Medium,Mid Floor
1.5,sector 104,1403.0,2,2,2,1,Under Construction,0,Low,Mid Floor
2.24,sector 61,1402.0,3,3,2,1,New Property,0,Medium,Mid Floor
1.57,sector 61,1150.0,2,2,2,2,New Property,0,Medium,Mid Floor
7.4,sector 53,2477.0,4,4,3,0,Under Construction,0,Low,High Floor
0.22,sector 110,556.0,2,2,1,0,New Property,2,Low,Low Floor
0.32,sohna road,1000.0,2,2,1,0,New Property,0,Low,High Floor
0.74,sector 86,1231.0,2,2,1,1,Under Construction,0,Low,High Floor
1.95,sector 65,1141.0,2,2,3,0,Under Construction,0,Low,High Floor
0.6,sector 56,543.0,1,1,1,0,Moderately Old,0,Low,Low Floor
0.45,sector 105,1056.0,3,2,1,0,Relatively New,2,Low,Low Floor
0.3,sector 99a,511.0,2,1,2,0,New Property,0,Medium,Mid Floor
1.3,sector 89,1581.0,3,3,2,1,New Property,0,Low,Low Floor
2.75,sector 41,1484.0,3,3,2,0,Old Property,1,Medium,High Floor
1.7,sector 61,1278.0,2,2,2,0,Under Construction,0,Low,Mid Floor
1.75,sector 88a,1306.0,3,3,3+,0,New Property,0,Medium,Mid Floor
0.67,sector 82,1150.0,2,2,3,0,Moderately Old,0,Medium,Low Floor
1.08,sector 76,1774.0,3,3,3,1,New Property,0,Medium,Low Floor
0.95,sector 99,1611.0,2,3,3,1,Relatively New,0,Low,Mid Floor
0.56,gwal pahari,1028.0,2,2,1,0,Old Property,2,Low,High Floor
0.85,sector 104,1611.0,2,2,3,2,Relatively New,0,Medium,High Floor
1.25,sector 3,1161.0,2,2,3,0,Under Construction,0,Low,High Floor
1.05,sohna road,1175.97,2,2,3,1,New Property,0,Low,Low Floor
0.78,sector 86,1231.0,2,2,1,0,New Property,0,Medium,Mid Floor
0.79,sohna road,978.0,3,2,3+,0,Under Construction,0,Medium,Mid Floor
0.32,sector 99a,502.0,2,2,2,0,New Property,0,Medium,High Floor
3.78,sector 59,2550.0,3,3,3,0,Under Construction,0,Low,Mid Floor
0.45,sector 86,637.0,2,2,1,0,Under Construction,0,Low,High Floor
1.62,sector 33,1159.0,3,4,3+,1,New Property,0,Medium,Mid Floor
0.36,sector 4,1056.0,2,2,1,0,Relatively New,0,Low,Mid Floor
0.45,sector 95,571.0,2,2,2,0,New Property,0,Low,High Floor
0.99,sector 78,1467.0,2,2,3,1,Under Construction,0,Low,High Floor
0.55,sector 95,1256.0,2,2,2,1,New Property,0,Medium,High Floor
0.6,sector 6,790.0,2,2,0,0,Relatively New,2,Low,Low Floor
0.46,sector 95,809.0,2,2,2,1,New Property,0,Medium,High Floor
1.13,sector 89,1473.0,3,3,2,1,Under Construction,0,Medium,Mid Floor
2.1,sector 77,1833.0,3,3,3,2,New Property,0,Low,High Floor
0.38,sector 95,610.0,2,2,1,0,New Property,0,Low,Mid Floor
2.1,sector 88a,1745.0,4,4,3,2,New Property,0,Medium,Low Floor
0.42,sector 105,833.0,3,2,1,1,Moderately Old,0,Low,Low Floor
1.2,sector 9,2000.0,4,3,2,0,Moderately Old,2,Low,Mid Floor
0.28,sohna road,500.0,2,2,2,0,Relatively New,2,Low,Mid Floor
1.0,sector 82,1299.0,2,2,2,2,Relatively New,0,Medium,High Floor
1.05,sector 37c,1738.0,3,3,3,0,Relatively New,2,Medium,Mid Floor
0.45,sector 88a,694.0,2,2,1,0,New Property,0,Low,Mid Floor
0.85,sector 92,1423.0,3,3,0,0,Relatively New,0,Medium,Low Floor
1.3,sector 104,1490.0,3,3,3,1,New Property,0,Medium,Mid Floor
0.69,sohna road road,1350.0,2,2,2,0,Under Construction,0,Low,Mid Floor
0.38,gwal pahari,565.0,1,1,1,0,Moderately Old,0,Low,High Floor
1.45,sector 88a,1733.0,2,2,3+,1,Relatively New,1,Medium,Mid Floor
1.0,sector 37d,1833.0,3,5,3,2,Under Construction,0,Low,High Floor
0.7,sector 112,1498.0,2,2,2,0,Relatively New,0,Medium,Mid Floor
0.82,sector 99,1365.0,2,2,3,0,New Property,0,Medium,Low Floor
0.8,sector 49,720.0,1,1,1,0,Moderately Old,0,Low,Low Floor
0.6,sector 37c,1180.0,2,2,3,2,Under Construction,0,Medium,Mid Floor
0.27,sohna road,619.0,2,2,2,0,Relatively New,0,Low,Mid Floor
0.8,sector 89,1441.0,2,2,2,0,Under Construction,0,Low,Mid Floor
6.5,sector 53,2683.0,3,4,3+,2,Old Property,0,Medium,Low Floor
0.38,sector 90,767.0,2,2,1,0,Under Construction,0,Low,Mid Floor
2.2,sector 63a,997.0,2,3,3+,0,Under Construction,0,Medium,Mid Floor
1.9,sector 61,1137.0,3,3,3,0,New Property,0,Low,Low Floor
0.55,shanti nagar,1000.0,2,2,1,0,Moderately Old,0,Medium,Mid Floor
0.27,sohna road,521.0,2,2,2,0,New Property,0,Low,Mid Floor
0.4,sector 33,724.0,2,2,2,0,Relatively New,2,Low,Low Floor
0.26,sector 95,422.0,1,1,1,0,New Property,0,Low,Mid Floor
1.0,sector 37d,1163.0,3,3,2,0,Relatively New,0,Low,Mid Floor
0.4,sohna road,561.0,2,2,3,0,Under Construction,0,Low,Mid Floor
0.95,sohna road,1050.0,2,2,3+,2,Under Construction,0,Medium,Mid Floor
1.12,sector 57,950.0,2,2,1,0,Old Property,0,Medium,Low Floor
0.75,sector 2,1100.0,2,2,2,0,Old Property,2,Low,High Floor
0.35,sohna road,528.0,2,2,2,0,Relatively New,0,Medium,High Floor
2.08,sector 67a,1563.0,3,3,2,1,Under Construction,0,Medium,Mid Floor
0.95,sector 78,1730.0,3,3,2,0,Relatively New,2,Medium,Mid Floor
0.26,sector 95,406.0,1,1,1,0,New Property,0,Low,Mid Floor
0.8,sector 3,1000.0,3,3,1,0,Old Property,0,Low,Low Floor
0.74,sector 69,1210.0,3,3,1,1,Under Construction,0,Medium,Mid Floor
0.22,sohna road,477.85,1,1,1,0,Relatively New,2,Low,Mid Floor
1.5,sector 33,1403.0,3,3,3,1,Under Construction,0,Medium,Mid Floor
1.0,sector 92,2167.0,4,3,2,0,Relatively New,0,Low,Low Floor
2.0,sector 67a,1346.0,3,3,2,1,Under Construction,0,Low,Mid Floor
0.8,sector 21,1256.0,2,2,2,0,Old Property,0,Low,Mid Floor
1.6,sector 80,2047.0,3,3,3,1,Moderately Old,0,Medium,Mid Floor
0.28,sohna road,443.0,1,1,1,0,New Property,1,Low,Mid Floor
0.25,sohna road,535.0,2,2,1,0,Relatively New,0,Medium,Mid Floor
0.32,sector 99a,601.0,2,2,1,0,Relatively New,0,Low,Mid Floor
0.6,sector 95,974.0,2,2,2,1,Relatively New,0,Low,High Floor
1.2,sector 104,877.0,2,2,2,0,Under Construction,0,Low,High Floor
0.94,sector 9a,1722.0,3,3,2,0,Moderately Old,2,Medium,Mid Floor
0.92,sector 95,1750.0,3,3,3+,0,New Property,0,Low,High Floor
1.75,sector 22,1249.0,2,2,2,0,Under Construction,0,Medium,High Floor
0.9,sector 89,1910.0,3,3,0,0,Under Construction,0,Medium,High Floor
1.35,sector 99a,1807.0,3,5,3,2,New Property,0,Medium,Mid Floor
1.2,manesar,1670.0,3,4,2,2,Relatively New,0,Low,Mid Floor
0.7,sector 37c,1299.0,2,3,3+,2,Under Construction,0,Medium,High Floor
1.0,manesar,2480.0,3,4,0,0,New Property,0,Low,Mid Floor
1.4,sector 106,1593.0,3,4,3+,3,Under Construction,0,Medium,High Floor
0.65,sector 92,1571.0,3,3,3,0,Moderately Old,0,Low,Mid Floor
0.87,sector 86,1231.0,2,2,1,1,New Property,2,Low,High Floor
0.55,sector 3,900.0,2,2,2,0,Old Property,0,Medium,Low Floor
1.25,sector 108,1991.0,3,2,0,0,Relatively New,2,Medium,Low Floor
0.35,sector 12,737.0,2,2,1,0,Moderately Old,0,Low,Low Floor
1.3,sector 70,1865.0,3,3,3,0,Under Construction,2,Medium,High Floor
2.0,sector 103,2416.0,4,5,3+,1,New Property,0,Low,High Floor
1.5,manesar,2135.0,4,5,3+,1,New Property,0,Low,Mid Floor
1.9,sector 68,2288.0,3,3,3+,1,Under Construction,0,Low,Low Floor
0.22,sector 95,308.0,1,1,1,0,New Property,0,Low,Low Floor
0.95,sector 2,1444.0,2,3,2,1,Old Property,2,Low,Low Floor
0.4,sector 90,575.0,2,2,1,0,New Property,0,Low,Mid Floor
0.32,sohna road,577.0,2,2,2,0,New Property,0,Low,Low Floor
0.45,sector 56,543.0,1,1,2,0,Old Property,0,Medium,Mid Floor
1.85,sector 68,1798.0,3,3,3+,0,Under Construction,0,Low,High Floor
0.96,sector 95,1720.0,3,3,3,2,New Property,0,Low,Mid Floor
2.4,golf course ext road,2500.0,4,4,3+,0,New Property,2,Medium,Low Floor
0.8,sector 79,1172.0,2,2,3+,1,New Property,0,Low,Mid Floor
1.2,sector 104,1607.0,3,2,3+,2,Relatively New,2,Medium,High Floor
0.5,sector 92,905.0,2,2,2,1,Relatively New,0,Medium,Low Floor
0.92,sector 92,1895.0,4,5,3+,0,Moderately Old,2,Medium,High Floor
0.5,sector 90,650.0,2,2,1,0,New Property,0,Low,Mid Floor
0.78,sector 79,1172.0,2,2,3+,0,Relatively New,0,Low,High Floor
0.5,sector 81,704.0,2,2,1,0,New Property,1,Medium,High Floor
1.3,sector 104,1303.0,3,2,3+,3,Relatively New,2,Low,High Floor
0.27,sector 99a,552.0,2,2,1,0,New Property,0,Low,Mid Floor
0.85,sector 92,1607.0,4,4,3,0,Moderately Old,0,Low,Mid Floor
0.9,sector 81,1231.0,2,2,3,1,New Property,0,Medium,Mid Floor
0.4,sector 37c,667.0,2,2,2,0,New Property,0,Low,Mid Floor
0.9,sector 95,2000.0,3,3,1,0,Relatively New,0,Medium,High Floor
0.39,sector 71,294.0,1,1,2,0,New Property,0,Low,Low Floor
2.5,sector 43,1674.0,3,2,3,1,Old Property,0,Low,Mid Floor
0.8,sector 92,1719.0,4,3,2,1,Relatively New,0,Low,Mid Floor
1.5,sector 74,1556.0,2,2,1,0,New Property,0,Low,Mid Floor
0.82,sector 92,1221.18,3,3,3+,0,Relatively New,0,Medium,High Floor
1.8,sector 104,1538.0,2,3,3,1,New Property,0,Low,High Floor
0.3,sector 99a,600.0,2,2,1,0,New Property,0,Low,Mid Floor
1.95,sector 79,1659.0,3,4,3+,1,New Property,0,Low,Mid Floor
1.5,sector 103,1741.0,3,3,3+,0,Under Construction,0,Medium,Mid Floor
0.9,sector 28,1382.0,4,2,3+,0,Old Property,0,Low,Low Floor
0.95,sector 9a,1403.0,3,3,2,1,Moderately Old,0,Low,Mid Floor
1.0,sector 37c,1629.0,3,3,3,0,Under Construction,0,Medium,Mid Floor
0.53,sector 12,995.0,3,3,2,0,Relatively New,2,Low,Low Floor
0.42,sector 105,1111.0,3,2,1,0,Relatively New,0,Low,Low Floor
